,Disease1,Disease2,Sim_score
50535,D002546,D011595,0.1966795343110064
50536,D002546,D011596,0.2064237630673684
50537,D002546,D011681,0.1962947773199646
50538,D002546,D011782,0.1886671743053521
50539,D002546,D011843,0.1823277779476342
50540,D002546,D012019,0.1732412707801975
50541,D002546,D012021,0.1857640669072383
50542,D002546,D012035,0.2533192140455259
50544,D002546,D012148,0.1694021039807232
50545,D002546,D012202,0.2868599768666298
50547,D002546,D012497,0.2451912412329533
50548,D002546,D012585,0.1740779112259108
50549,D002546,D012607,0.1692908600315239
50550,D002546,D012608,0.2487368965425943
50551,D002546,D012618,0.2143692320300029
50552,D002546,D012640,0.2289821762458855
50553,D002546,D012678,0.2669283444602777
50554,D002546,D012791,0.2859652714850752
50555,D002546,D012851,0.4407768515686674
50556,D002546,D012887,0.2150175208569226
50557,D002546,D012891,0.2114544016275691
50558,D002546,D012892,0.1875433815751231
50559,D002546,D012893,0.2542204786045509
50561,D002546,D013035,0.1953635304118327
50562,D002546,D013036,0.2991073505857523
50563,D002546,D013064,0.2147141633303119
50564,D002546,D013106,0.3275887308023334
50565,D002546,D013117,0.2736640062351061
50566,D002546,D013118,0.3659446870037574
50567,D002546,D013119,0.3107612063402404
50568,D002546,D013120,0.277979102
50569,D002546,D013132,0.3318470174881393
50570,D002546,D013226,0.1885257407676404
50571,D002546,D013285,0.2231253904012491
50572,D002546,D013341,0.2506206678244181
50573,D002546,D013342,0.170589072499891
50574,D002546,D013344,0.2750488259275976
50575,D002546,D013345,0.4851108212226485
50576,D002546,D013349,0.5830375487865191
50577,D002546,D013353,0.2909451904312544
50578,D002546,D013494,0.282754774
50580,D002546,D013575,0.1924366052868616
50581,D002546,D013595,0.2681564904712458
50582,D002546,D013606,0.2152470920538378
50585,D002546,D013651,0.1723143791966629
50586,D002546,D013661,0.2638095782447677
50588,D002546,D013786,0.3145535816733062
50589,D002546,D013901,0.2849109675277577
50590,D002546,D013981,0.2839096750121206
50591,D002546,D014012,0.1831800881947905
50592,D002546,D014125,0.2381298011054988
50593,D002546,D014202,0.2027000763838176
50594,D002546,D014277,0.1800244301729541
50596,D002546,D014390,0.2558314031516536
50597,D002546,D014402,0.1744610019658179
50598,D002546,D014474,0.2247272055377034
50600,D002546,D014653,0.440146678596011
50601,D002546,D014715,0.6348395025120874
50602,D002546,D014717,0.1938688868169154
50603,D002546,D014786,0.2321934783529352
50604,D002546,D014826,0.1800120951028637
50605,D002546,D014832,0.1974861098845577
50606,D002546,D014854,0.5419209825663371
50607,D002546,D014884,0.2032546945835457
50608,D002546,D014899,0.2800665586438926
50609,D002546,D014901,0.2830499326638836
50612,D002546,D015173,0.3681951503291353
50613,D002546,D015175,0.274030984
50614,D002546,D015211,0.2495120720572683
50615,D002546,D015324,0.2355119446489899
50616,D002546,D015325,0.2434737978795277
50617,D002546,D015354,0.1704940214134087
50618,D002546,D015418,0.1707571427927235
50620,D002546,D015493,0.2335949626034008
50624,D002546,D015835,0.329692182777784
50625,D002546,D015840,0.1905296369866768
50627,D002546,D015877,0.1782186891902895
50628,D002546,D016135,0.1930568282555867
50631,D002546,D016262,0.2164679603373459
50632,D002546,D016472,0.2228585265736501
50635,D002546,D016750,0.2277372222510295
50636,D002546,D016779,0.2354083268352417
50637,D002546,D016781,0.2695418514477019
50638,D002546,D016862,0.216531949126683
50640,D002546,D016919,0.2342710815424498
50641,D002546,D016920,0.2966143289114981
50642,D002546,D016921,0.2538524767350403
50643,D002546,D017042,0.2299748162798419
50644,D002546,D017096,0.297505428
50645,D002546,D017237,0.2994301643990861
50646,D002546,D017240,0.1902692845603941
50647,D002546,D017241,0.3961631871362249
50648,D002546,D017243,0.2368907694564639
50649,D002546,D017246,0.1683021405849195
50650,D002546,D017253,0.1943278297919361
50651,D002546,D017285,0.1970564160557361
50652,D002546,D017590,0.2744596036270805
50657,D002546,D017827,0.2568888541888794
50658,D002546,D018306,0.2629157857562995
50659,D002546,D018317,0.2284127633677906
50662,D002546,D018458,0.2969138777523791
50663,D002546,D018781,0.2935238903922767
50664,D002546,D018860,0.4018646401227633
50665,D002546,D018887,0.2609106520424054
50666,D002546,D018908,0.194707014
50667,D002546,D018917,0.2777519012500281
50669,D002546,D018980,0.1900312944668145
50670,D002546,D019150,0.3201752765030928
50673,D002546,D019578,0.3038628829589844
50674,D002546,D019636,0.2867362794443328
50675,D002546,D019846,0.2583215079862765
50676,D002546,D019954,0.2747307242799941
50677,D002546,D020019,0.2338069763860739
50679,D002546,D020140,0.3445512494442287
50680,D002546,D020146,0.3598200360728289
50682,D002546,D020163,0.2628236293621369
50683,D002546,D020176,0.254622866
50686,D002546,D020181,0.1940232382668805
50694,D002546,D020190,0.2632050383809324
50695,D002546,D020191,0.2821184336515056
50696,D002546,D020192,0.2382828703124716
50697,D002546,D020194,0.2274090775227042
50698,D002546,D020196,0.2798879603938745
50701,D002546,D020206,0.3655781459036128
50702,D002546,D020217,0.4159272211952146
50704,D002546,D020225,0.3726777795496497
50705,D002546,D020227,0.3700176573096782
50706,D002546,D020232,0.2561864639209446
50708,D002546,D020258,0.2337044184725315
50713,D002546,D020267,0.2743925730800184
50715,D002546,D020288,0.2501346623276623
50716,D002546,D020293,0.4827394912389119
50718,D002546,D020301,0.4781596706165626
50719,D002546,D020306,0.2757042040672044
50721,D002546,D020325,0.2847459201362101
50722,D002546,D020326,0.2693863182189597
50729,D002546,D020361,0.1984741296743439
50730,D002546,D020362,0.2562103860130906
50731,D002546,D020363,0.2648234756701135
50733,D002546,D020371,0.2410230355566823
50735,D002546,D020388,0.1735837826992697
50739,D002546,D020421,0.2080513405181552
50740,D002546,D020422,0.2210180042493512
50741,D002546,D020423,0.1981168242625606
50742,D002546,D020424,0.1716085523572691
50744,D002546,D020426,0.1927732616796682
50747,D002546,D020431,0.1714254721215006
50749,D002546,D020433,0.1975543185197528
50750,D002546,D020447,0.1992676642055148
50751,D002546,D020511,0.2213520836958596
50754,D002546,D020521,0.5749589776222506
50755,D002546,D020528,0.183996126774615
50756,D002546,D020529,0.2006526647883046
50758,D002546,D020721,0.207330134203123
50759,D002546,D020734,0.383279021241574
50760,D002546,D020752,0.2255970568666625
50761,D002546,D020754,0.3033820116117409
50762,D002546,D020758,0.313684298
50763,D002546,D020760,0.2859498146703912
50764,D002546,D020774,0.2578003751341037
50767,D002546,D020814,0.1960352540374179
50768,D002546,D020818,0.1931489703480516
50769,D002546,D020819,0.2720093959674108
50771,D002546,D020852,0.2194334433479998
50772,D002546,D020879,0.2387869654716018
50773,D002546,D020886,0.2149440442451024
50776,D002546,D020919,0.2317568179962223
50781,D002546,D020945,0.381598674740248
50782,D002546,D020953,0.2066100382209418
50783,D002546,D020955,0.2301084952055935
50784,D002546,D020961,0.2903760815244
50785,D002546,D020966,0.2230340116390261
50786,D002546,D020967,0.1952119153023025
50787,D002546,D024801,0.2477816569909908
50791,D002546,D029461,0.2239632673305235
50792,D002546,D034081,0.2149025094611995
50793,D002546,D038223,0.1725873211703257
50794,D002546,D038642,0.1824779812714166
50795,D002546,D038901,0.200894107
50798,D002546,D047748,0.27670002
50800,D002546,D049290,0.1726144744639745
50801,D002546,D050798,0.2419078529457477
50802,D002546,D051298,0.263188865
50803,D002546,D051299,0.2713040057240802
50804,D002546,D051302,0.2375232324675493
50805,D002546,D051303,0.3128702055165264
50808,D002546,D052516,0.2770534054992016
50809,D002546,D052517,0.2036243267181157
50810,D002546,D052536,0.2094763643187248
50811,D002546,D052537,0.2145681611910603
50812,D002546,D052556,0.2482532365640972
50813,D002546,D052879,0.195735261334977
50815,D002546,D052919,0.2011364040324242
50817,D002546,D053578,0.1960226639717593
50821,D002546,D054038,0.2792458221637757
50822,D002546,D054078,0.2290215126956578
50823,D002546,D054080,0.3628704524134509
50827,D002546,D054220,0.2178345680844478
50828,D002546,D054319,0.2431399372117469
50829,D002546,D054546,0.1922253996450461
50830,D002546,D054969,0.2195655145598463
50832,D002546,D054971,0.1974596300942664
50834,D002546,D054975,0.2019405999255197
50837,D002546,D055948,0.1683882696505378
50838,D002546,D055953,0.3918881670133529
50839,D002546,D055955,0.3616176254039507
50841,D002546,D056784,0.4139350766875001
50842,D002546,D056806,0.2910483102670798
50843,D002546,D057177,0.2189215295340643
50844,D002546,D057178,0.2260777182365216
50845,D002546,D057774,0.2113459635267409
50852,D002546,D059348,0.1833656687355828
50853,D002546,D059409,0.4106587596253895
50854,D002546,D060486,0.2128475375279306
50860,D002546,D061223,0.173331987625048
50865,D002546,D063205,0.2008807786237002
50867,D002546,D064128,0.234152962
50868,D002546,D065166,0.2630991467899847
50869,D002546,D065703,0.2048102073156978
50874,D002546,D065768,0.2537475276946003
50875,D002547,D000160,0.2093835586554378
50877,D002547,D000795,0.2833538709998863
50878,D002547,D000857,0.1814382721155454
50879,D002547,D001750,0.1898745752479544
50880,D002547,D002527,0.2594105237114124
50881,D002547,D002532,0.3475045980820733
50882,D002547,D002534,0.385468784863015
50883,D002547,D002537,0.3374147422125033
50884,D002547,D002538,0.312461103689117
50885,D002547,D002542,0.3612600996239105
50886,D002547,D002546,0.3478057686002651
50887,D002547,D002549,0.3008210937389513
50888,D002547,D002551,0.3284098957458511
50890,D002547,D002559,0.1714680689420783
50891,D002547,D002561,0.4577713503036412
50893,D002547,D002607,0.1710578044583598
50894,D002547,D002819,0.2969077365350659
50895,D002547,D003027,0.3064972016570864
50897,D002547,D003117,0.1771822688032872
50898,D002547,D003128,0.2077615496555393
50899,D002547,D003147,0.246533662015882
50900,D002547,D003221,0.2080704198167572
50901,D002547,D003244,0.2387257278388141
50902,D002547,D003294,0.1771676098665949
50903,D002547,D003389,0.2794081383315652
50904,D002547,D003390,0.2029812840105948
50906,D002547,D003616,0.2913263775672349
50908,D002547,D003638,0.20588959
50910,D002547,D003655,0.1906392831413514
50911,D002547,D003693,0.1897963624998542
50912,D002547,D003704,0.443079402139174
50913,D002547,D003711,0.2746039997059219
50914,D002547,D003882,0.1824521444718315
50915,D002547,D003929,0.2090354687725359
50916,D002547,D004172,0.1808536958899762
50917,D002547,D004314,0.2013753932401378
50918,D002547,D004370,0.1712658394767808
50919,D002547,D004393,0.2835404103467557
50923,D002547,D004409,0.2636335385227937
50924,D002547,D004410,0.1877368299508776
50926,D002547,D004421,0.2187981625110245
50927,D002547,D004422,0.2819725382108297
50929,D002547,D004652,0.2927025003350488
50930,D002547,D004660,0.4269363992921121
50931,D002547,D004670,0.2513486644723648
50932,D002547,D004671,0.329349387
50933,D002547,D004672,0.2858110040717078
50934,D002547,D004673,0.3012097545294518
50935,D002547,D004674,0.2571794545822191
50936,D002547,D004675,0.2808833878059629
50937,D002547,D004677,0.1764196947375695
50938,D002547,D004678,0.3589794331894732
50939,D002547,D004679,0.303759197
50940,D002547,D004681,0.3193784805499347
50941,D002547,D004683,0.2845060346546383
50942,D002547,D004684,0.2611984256567435
50943,D002547,D004685,0.2566083156165629
50944,D002547,D004827,0.4365738499974188
50945,D002547,D004828,0.3800655275484373
50946,D002547,D004829,0.3784128943440817
50947,D002547,D004830,0.3255039570401584
50948,D002547,D004831,0.326467657973908
50949,D002547,D004832,0.3158672130998155
50950,D002547,D004833,0.3371908654252278
50951,D002547,D004834,0.2971658737821208
50952,D002547,D004948,0.1935046746183209
50953,D002547,D005099,0.1860502196369224
50954,D002547,D005126,0.1683287036328636
50955,D002547,D005129,0.1753932038860354
50956,D002547,D005131,0.211872969
50958,D002547,D005151,0.2378037770888947
50959,D002547,D005155,0.2259386994945735
50960,D002547,D005156,0.2114430321664815
50961,D002547,D005158,0.1957377864707098
50963,D002547,D005356,0.1888627674670107
50964,D002547,D005600,0.173888682
50965,D002547,D005621,0.291169558
50966,D002547,D005645,0.243611264338457
50967,D002547,D005693,0.2948369456847096
50968,D002547,D005733,0.3034522777393674
50969,D002547,D005776,0.2974822753917649
50971,D002547,D005879,0.309621256
50972,D002547,D006009,0.2800761249937671
50974,D002547,D006211,0.2708132438002885
50975,D002547,D006212,0.1934489005604155
50976,D002547,D006250,0.250051232700527
50977,D002547,D006259,0.2677532170172668
50978,D002547,D006311,0.2453293711884972
50980,D002547,D006313,0.27498325
50981,D002547,D006314,0.1728372250436436
50984,D002547,D006317,0.1820537934850102
50985,D002547,D006319,0.2084639487691033
50986,D002547,D006407,0.2936270585583496
50987,D002547,D006408,0.3149292888648249
50988,D002547,D006423,0.1696448067573987
50989,D002547,D006429,0.1984742101566435
50990,D002547,D006501,0.3296089071434533
50991,D002547,D006527,0.297009663707194
50992,D002547,D006610,0.2375228236244415
50993,D002547,D006623,0.1712392339509964
50994,D002547,D006685,0.1710555985773014
50995,D002547,D006712,0.2753718135292098
50997,D002547,D006816,0.3172548412257819
50999,D002547,D006849,0.3932518500793484
51000,D002547,D006850,0.3258487284356211
51001,D002547,D006930,0.1936704188524398
51003,D002547,D006948,0.1986885453328183
51004,D002547,D006964,0.3552593958652352
51005,D002547,D006966,0.3072096353423597
51006,D002547,D006970,0.1925342312832801
51007,D002547,D006987,0.1728203711998965
51008,D002547,D007018,0.3378301807623051
51009,D002547,D007024,0.1791205816343742
51010,D002547,D007027,0.4385004577084043
51011,D002547,D007029,0.3610436509456287
51012,D002547,D007088,0.1905022501381723
51013,D002547,D007177,0.2993834572301426
51014,D002547,D007319,0.1931014449460156
51016,D002547,D007562,0.3249028100394954
51017,D002547,D007572,0.1962685758911117
51019,D002547,D007647,0.2761927140748878
51020,D002547,D007706,0.2635381824290718
51021,D002547,D007729,0.2329726391557152
51022,D002547,D007805,0.1823222194807112
51023,D002547,D007806,0.2335868291630851
51024,D002547,D007849,0.2868034144137413
51025,D002547,D007859,0.210926327
51026,D002547,D007888,0.2769143090688509
51027,D002547,D007926,0.2708182819220913
51028,D002547,D007965,0.2618650585734849
51029,D002547,D007966,0.2654573989992649
51030,D002547,D007968,0.2844291005599057
51031,D002547,D007969,0.2917135737831182
51032,D002547,D008216,0.241890480983077
51033,D002547,D008337,0.1803340998631779
51035,D002547,D008375,0.2825511769395384
51037,D002547,D008446,0.2150780696128778
51038,D002547,D008538,0.2785177278022678
51040,D002547,D008569,0.2179231574012914
51041,D002547,D008577,0.2195194210430864
51042,D002547,D008579,0.1985542144197809
51044,D002547,D008581,0.3619681982851311
51045,D002547,D008582,0.2703584904902837
51046,D002547,D008583,0.2438829870847779
51047,D002547,D008584,0.2258216180477291
51048,D002547,D008585,0.2591110587366678
51049,D002547,D008586,0.2488903558947076
51050,D002547,D008587,0.2696044136840639
51051,D002547,D008588,0.1720004041645537
51052,D002547,D008590,0.3234602419171984
51053,D002547,D008591,0.1819874325870664
51054,D002547,D008607,0.2411060384761678
51055,D002547,D008831,0.1783149933590012
51056,D002547,D008881,0.3606075215062006
51057,D002547,D009069,0.3920939272809331
51058,D002547,D009072,0.29617039
51059,D002547,D009081,0.2689145196130041
51060,D002547,D009103,0.2562650598158191
51061,D002547,D009120,0.1685354314615997
51062,D002547,D009122,0.209244071066357
51063,D002547,D009123,0.1789735191955367
51065,D002547,D009128,0.1868996540227038
51066,D002547,D009133,0.2004285232272769
51067,D002547,D009134,0.2709133989777946
51068,D002547,D009135,0.2667655750175179
51069,D002547,D009136,0.2115263049933405
51071,D002547,D009157,0.199831222823181
51072,D002547,D009187,0.3186147995122833
51073,D002547,D009188,0.2649528946376264
51074,D002547,D009207,0.2025847349893873
51075,D002547,D009220,0.2183461354732695
51077,D002547,D009223,0.1751994517963801
51079,D002547,D009290,0.1761870138422656
51080,D002547,D009347,0.2505485940414416
51081,D002547,D009408,0.2182436869393726
51082,D002547,D009421,0.2598408345460379
51083,D002547,D009423,0.2867888536943759
51084,D002547,D009436,0.2292030021746738
51085,D002547,D009437,0.2079656824791331
51086,D002547,D009443,0.1970119094980477
51088,D002547,D009455,0.2094090892079271
51089,D002547,D009456,0.1818831104497448
51090,D002547,D009459,0.3084641804263796
51091,D002547,D009461,0.319322884377699
