Disease,Drug
D006429,DB00302
D006429,DB00541
D006501,DB00316
D006501,DB06151
D006501,DB01118
D006501,DB00321
D006501,DB01200
D006501,DB00921
D006501,DB00564
D006501,DB00389
D006501,DB00363
D006501,DB00907
D006501,DB04839
D006501,DB00586
D006501,DB08995
D006501,DB00822
D006501,DB01248
D006501,DB00330
D006501,DB01205
D006501,DB00499
D006501,DB00014
D006501,DB01159
D006501,DB00328
D006501,DB00951
D006501,DB01167
D006501,DB00581
D006501,DB00709
D006501,DB01202
D006501,DB00722
D006501,DB14509
D006501,DB00653
D006501,DB00703
D006501,DB00134
D006501,DB00563
D006501,DB01028
D006501,DB00968
D006501,DB00264
D006501,DB00916
D006501,DB01017
D006501,DB00295
D006501,DB01149
D006501,DB00994
D006501,DB00627
D006501,DB01165
D006501,DB01229
D006501,DB01421
D006501,DB00715
D006501,DB01174
D006501,DB00946
D006501,DB00252
D006501,DB01132
D006501,DB00860
D006501,DB00571
D006501,DB00550
D006501,DB00863
D006501,DB01045
D006501,DB00503
D006501,DB00398
D006501,DB00421
D006501,DB00795
D006501,DB00759
D006501,DB00152
D006501,DB00599
D006501,DB00679
D006501,DB00273
D006501,DB00197
D006501,DB00313
D006501,DB00549
D006501,DB01593
D006501,DB00425
D006527,DB09130
D006527,DB09131
D006527,DB01592
D006527,DB01235
D006527,DB00252
D006527,DB00165
D006527,DB00734
D006527,DB01593
D006527,DB14487
D015417,DB11672
D016697,DB00787
D006685,DB00321
D006685,DB01142
D006685,DB00696
D006685,DB00982
D006685,DB00247
D006685,DB08804
D006685,DB00540
D006685,DB01229
D006685,DB00936
D006685,DB00202
D006685,DB00541
D006685,DB00361
D016142,DB00182
D016142,DB09061
D016142,DB00470
D016142,DB00898
D016142,DB00563
D016142,DB00929
D016142,DB00252
D006712,DB06756
D006732,DB00964
D006732,DB00297
D006732,DB00987
D006732,DB00668
D006732,DB00696
D006732,DB00813
D006732,DB01002
D006732,DB00281
D006732,DB00247
D006732,DB00296
D006816,DB00640
D006816,DB00915
D006816,DB01238
D006816,DB09130
D006816,DB00148
D006816,DB00470
D006816,DB01592
D006816,DB00422
D006816,DB01017
D006816,DB00540
D006816,DB00334
D006816,DB00981
D006816,DB01104
D006816,DB00877
D006816,DB04844
D006816,DB11699
D006832,DB00907
D006849,DB00819
D006849,DB00513
D006849,DB00201
D006849,DB00262
D006849,DB00446
D006849,DB00997
D006849,DB00158
D006849,DB00695
D006849,DB01109
D006849,DB00982
D006849,DB00333
D006849,DB00916
D006849,DB00497
D006849,DB00794
D006849,DB00755
D006849,DB00313
D006849,DB00162
D012001,DB00450
D012001,DB00734
D012001,DB00953
D012001,DB00669
D006930,DB00316
D006930,DB00819
D006930,DB00640
D006930,DB00802
D006930,DB00969
D006930,DB00770
D006930,DB01616
D006930,DB00321
D006930,DB00182
D006930,DB00126
D006930,DB00972
D006930,DB00181
D006930,DB12783
D006930,DB00188
D006930,DB00887
D006930,DB00297
D006930,DB00921
D006930,DB00611
D006930,DB00201
D006930,DB01164
D006930,DB06774
D006930,DB00564
D006930,DB00482
D006930,DB00403
D006930,DB00515
D006930,DB00575
D006930,DB00318
D006930,DB11672
D006930,DB00531
D006930,DB01234
D006930,DB00633
D006930,DB00514
D006930,DB00829
D006930,DB01119
D006930,DB00586
D006930,DB00917
D006930,DB01075
D006930,DB00988
D006930,DB00997
D006930,DB00470
D006930,DB00668
D006930,DB01240
D006930,DB00783
D006930,DB00898
D006930,DB00593
D006930,DB09086
D006930,DB04953
D006930,DB00813
D006930,DB01205
D006930,DB00472
D006930,DB00176
D006930,DB03843
D006930,DB00996
D006930,DB01016
D006930,DB00889
D006930,DB01170
D006930,DB01159
D006930,DB05381
D006930,DB00327
D006930,DB09526
D006930,DB01050
D006930,DB06196
D006930,DB00458
D006930,DB00328
D006930,DB00753
D006930,DB01221
D006930,DB01026
D006930,DB00465
D006930,DB00920
D006930,DB00555
D006930,DB01106
D006930,DB01235
D006930,DB00854
D006930,DB00281
D006930,DB00722
D006930,DB00653
D006930,DB00179
D006930,DB00657
D006930,DB01065
D006930,DB01043
D006930,DB14123
D006930,DB00454
D006930,DB00333
D006930,DB09241
D006930,DB00247
D006930,DB00264
D006930,DB00916
D006930,DB00379
D006930,DB00683
D006930,DB04896
D006930,DB01017
D006930,DB00929
D006930,DB00295
D006930,DB00844
D006930,DB01183
D006930,DB00704
D006930,DB00994
D006930,DB01400
D006930,DB00184
D006930,DB01115
D006930,DB04743
D006930,DB00393
D006930,DB00435
D006930,DB00727
D006930,DB00325
D006930,DB00368
D006930,DB00904
D006930,DB01173
D006930,DB00776
D006930,DB00497
D006930,DB01192
D006930,DB00107
D006930,DB01229
D006930,DB00715
D006930,DB00487
D006930,DB00312
D006930,DB01174
D006930,DB00925
D006930,DB00692
D006930,DB00388
D006930,DB00960
D006930,DB00457
D006930,DB00860
D006930,DB00230
D006930,DB00433
D006930,DB01069
D006930,DB00818
D006930,DB00863
D006930,DB00899
D006930,DB00206
D006930,DB06155
D006930,DB00953
D006930,DB00533
D006930,DB00412
D006930,DB01698
D006930,DB01236
D006930,DB00649
D006930,DB01082
D006930,DB00428
D006930,DB00708
D006930,DB00391
D006930,DB00669
D006930,DB00624
D006930,DB00759
D006930,DB01041
D006930,DB00277
D006930,DB00599
D006930,DB00697
D006930,DB01124
D006930,DB00273
D006930,DB00193
D006930,DB00656
D006930,DB00755
D006930,DB09069
D006930,DB00661
D006930,DB00541
D006930,DB01392
D006930,DB00943
D006930,DB00495
D006930,DB00399
D006930,DB00909
D006941,DB00316
D006941,DB00201
D006941,DB00255
D006941,DB00917
D006941,DB06196
D006941,DB00328
D006941,DB00295
D006941,DB09256
D020158,DB00514
D020158,DB00145
D006948,DB01063
D006948,DB06151
D006948,DB00404
D006948,DB00915
D006948,DB06288
D006948,DB00321
D006948,DB00182
D006948,DB00714
D006948,DB01238
D006948,DB06216
D006948,DB00572
D006948,DB00181
D006948,DB01558
D006948,DB01200
D006948,DB00921
D006948,DB01156
D006948,DB00201
D006948,DB06774
D006948,DB00564
D006948,DB00403
D006948,DB00475
D006948,DB01114
D006948,DB00477
D006948,DB00501
D006948,DB00215
D006948,DB01242
D006948,DB01068
D006948,DB00575
D006948,DB00363
D006948,DB00907
D006948,DB01394
D006948,DB01176
D006948,DB00434
D006948,DB00618
D006948,DB12161
D006948,DB01234
D006948,DB01576
D006948,DB00829
D006948,DB01075
D006948,DB00843
D006948,DB00988
D006948,DB00470
D006948,DB06262
D006948,DB00467
D006948,DB01364
D006948,DB01240
D006948,DB00783
D006948,DB00898
D006948,DB04953
D006948,DB00574
D006948,DB00813
D006948,DB04841
D006948,DB01544
D006948,DB00472
D006948,DB00623
D006948,DB00176
D006948,DB00158
D006948,DB00674
D006948,DB00502
D006948,DB00458
D006948,DB01592
D006948,DB00951
D006948,DB01221
D006948,DB00555
D006948,DB01202
D006948,DB01235
D006948,DB00281
D006948,DB00589
D006948,DB14509
D006948,DB00408
D006948,DB00657
D006948,DB01043
D006948,DB00333
D006948,DB00723
D006948,DB00422
D006948,DB00247
D006948,DB01233
D006948,DB00379
D006948,DB06148
D006948,DB01017
D006948,DB00745
D006948,DB01618
D006948,DB09282
D006948,DB00295
D006948,DB01183
D006948,DB00704
D006948,DB00184
D006948,DB01115
D006948,DB00393
D006948,DB01595
D006948,DB04821
D006948,DB00334
D006948,DB00904
D006948,DB01173
D006948,DB01092
D006948,DB00497
D006948,DB00107
D006948,DB01626
D006948,DB00715
D006948,DB00312
D006948,DB01186
D006948,DB01620
D006948,DB01174
D006948,DB00925
D006948,DB00692
D006948,DB00397
D006948,DB00252
D006948,DB00981
D006948,DB01085
D006948,DB05316
D006948,DB01100
D006948,DB00413
D006948,DB00457
D006948,DB00433
D006948,DB01069
D006948,DB00571
D006948,DB01839
D006948,DB00165
D006948,DB00468
D006948,DB00863
D006948,DB00409
D006948,DB00206
D006948,DB00740
D006948,DB06155
D006948,DB00734
D006948,DB05271
D006948,DB00747
D006948,DB06144
D006948,DB01104
D006948,DB09118
D006948,DB02772
D006948,DB00391
D006948,DB00382
D006948,DB00675
D006948,DB00624
D006948,DB04844
D006948,DB00277
D006948,DB01623
D006948,DB00752
D006948,DB00376
D006948,DB00347
D006948,DB00726
D006948,DB00792
D006948,DB11699
D006948,DB11915
D006948,DB00313
D006948,DB00661
D006948,DB01392
D006948,DB00246
D006948,DB09225
D006966,DB00404
D006966,DB06288
D006966,DB01238
D006966,DB00993
D006966,DB01200
D006966,DB00248
D006966,DB00477
D006966,DB00501
D006966,DB00515
D006966,DB00575
D006966,DB00363
D006966,DB00907
D006966,DB00091
D006966,DB00987
D006966,DB01406
D006966,DB00255
D006966,DB01184
D006966,DB00783
D006966,DB00927
D006966,DB00574
D006966,DB00472
D006966,DB00623
D006966,DB00502
D006966,DB00598
D006966,DB00589
D006966,DB00333
D006966,DB00968
D006966,DB00959
D006966,DB01233
D006966,DB00834
D006966,DB01618
D006966,DB00334
D006966,DB00850
D006966,DB01100
D006966,DB00396
D006966,DB09097
D006966,DB00863
D006966,DB00206
D006966,DB00734
D006966,DB00391
D006966,DB00679
D006966,DB00661
D006966,DB01392
D006966,DB00246
D020343,DB00201
D020343,DB00564
D020343,DB00907
D020343,DB01234
D020343,DB00841
D020343,DB01364
D020343,DB00598
D020343,DB00252
D020343,DB00852
D006987,DB01418
D006987,DB00181
D006987,DB01086
D006987,DB00188
D006987,DB00297
D006987,DB00564
D006987,DB01161
D006987,DB00515
D006987,DB00758
D006987,DB00907
D006987,DB00531
D006987,DB00987
D006987,DB00343
D006987,DB01075
D006987,DB00822
D006987,DB00997
D006987,DB00773
D006987,DB00472
D006987,DB01109
D006987,DB00367
D006987,DB00281
D006987,DB00227
D006987,DB00653
D006987,DB00358
D006987,DB00703
D006987,DB00968
D006987,DB00916
D006987,DB00295
D006987,DB00238
D006987,DB00727
D006987,DB00338
D006987,DB01229
D006987,DB00715
D006987,DB00738
D006987,DB00692
D006987,DB00252
D006987,DB00175
D006987,DB00721
D006987,DB01041
D006987,DB00656
D006987,DB00570
D006987,DB00541
D006987,DB00162
D020437,DB00165
D020437,DB00541
D020514,DB00819
D020514,DB00594
D020514,DB01118
D020514,DB00443
D020514,DB00515
D020514,DB00907
D020514,DB14500
D020514,DB00421
D020514,DB00384
D018476,DB00915
D018476,DB06288
D018476,DB00182
D018476,DB00714
D018476,DB13746
D018476,DB01200
D018476,DB00564
D018476,DB00190
D018476,DB00477
D018476,DB00215
D018476,DB00575
D018476,DB00363
D018476,DB00318
D018476,DB01151
D018476,DB01576
D018476,DB00255
D018476,DB00822
D018476,DB00843
D018476,DB00988
D018476,DB00997
D018476,DB00470
D018476,DB00813
D018476,DB01099
D018476,DB04841
D018476,DB00544
D018476,DB00472
D018476,DB00502
D018476,DB00458
D018476,DB00677
D018476,DB11757
D018476,DB01221
D018476,DB01235
D018476,DB00589
D018476,DB14509
D018476,DB01065
D018476,DB00763
D018476,DB00968
D018476,DB00295
D018476,DB01183
D018476,DB00627
D018476,DB00184
D018476,DB01115
D018476,DB00325
D018476,DB00585
D018476,DB04821
D018476,DB00334
D018476,DB00776
D018476,DB01626
D018476,DB00715
D018476,DB01186
D018476,DB04930
D018476,DB00925
D018476,DB01100
D018476,DB00413
D018476,DB01032
D018476,DB00571
D018476,DB01367
D018476,DB00206
D018476,DB00734
D018476,DB00747
D018476,DB01037
D018476,DB09072
D018476,DB00391
D018476,DB00382
D018476,DB00864
D018476,DB04844
D018476,DB00277
D018476,DB09536
D018476,DB00752
D018476,DB00831
D018476,DB00376
D018476,DB00313
D018476,DB00162
D018476,DB01392
D007018,DB01200
D007018,DB00907
D007018,DB01234
D007018,DB04573
D007018,DB01109
D007018,DB00741
D007018,DB06710
D007018,DB00295
D007018,DB00396
D007018,DB00624
D007024,DB01001
D007024,DB00346
D007024,DB01118
D007024,DB00321
D007024,DB00714
D007024,DB01238
D007024,DB00335
D007024,DB00928
D007024,DB12783
D007024,DB00217
D007024,DB00188
D007024,DB01200
D007024,DB00297
D007024,DB01156
D007024,DB01136
D007024,DB00608
D007024,DB00477
D007024,DB00310
D007024,DB00515
D007024,DB01242
D007024,DB00575
D007024,DB00363
D007024,DB00318
D007024,DB01151
D007024,DB00320
D007024,DB00343
D007024,DB01184
D007024,DB00988
D007024,DB00590
D007024,DB01142
D007024,DB06262
D007024,DB00584
D007024,DB01364
D007024,DB00696
D007024,DB00813
D007024,DB00687
D007024,DB01095
D007024,DB00176
D007024,DB00695
D007024,DB01170
D007024,DB01018
D007024,DB00999
D007024,DB00741
D007024,DB00458
D007024,DB00328
D007024,DB01247
D007024,DB00883
D007024,DB00598
D007024,DB01235
D007024,DB00722
D007024,DB00678
D007024,DB00358
D007024,DB00968
D007024,DB00422
D007024,DB00264
D007024,DB06148
D007024,DB00211
D007024,DB00350
D007024,DB00295
D007024,DB09205
D007024,DB00220
D007024,DB01400
D007024,DB01115
D007024,DB00727
D007024,DB00368
D007024,DB00540
D007024,DB00334
D007024,DB01580
D007024,DB00107
D007024,DB01229
D007024,DB00715
D007024,DB00022
D007024,DB00312
D007024,DB00780
D007024,DB00925
D007024,DB00692
D007024,DB00388
D007024,DB00397
D007024,DB00252
D007024,DB00981
D007024,DB00457
D007024,DB01035
D007024,DB00571
D007024,DB00344
D007024,DB00881
D007024,DB00908
D007024,DB00468
D007024,DB01367
D007024,DB00234
D007024,DB00811
D007024,DB00734
D007024,DB01037
D007024,DB01104
D007024,DB00706
D007024,DB00966
D007024,DB00231
D007024,DB01162
D007024,DB04844
D007024,DB00679
D007024,DB00373
D007024,DB00752
D007024,DB00656
D007024,DB00831
D007024,DB03904
D007024,DB00541
D007024,DB11094
D007024,DB01392
D007024,DB06283
D007024,DB00495
D007027,DB04839
D007027,DB00445
D007027,DB00623
D007027,DB04173
D007027,DB00428
D002534,DB00181
D002534,DB11588
D002534,DB00907
D002534,DB00292
D002534,DB00295
D002534,DB00388
D002534,DB00252
D002534,DB00425
D020925,DB00907
D020925,DB01234
D020925,DB01396
D020925,DB00472
D020925,DB01092
D020925,DB09140
D007177,DB00915
D007177,DB00357
D007177,DB01118
D007177,DB00321
D007177,DB01238
D007177,DB00207
D007177,DB00564
D007177,DB00477
D007177,DB00672
D007177,DB00515
D007177,DB00215
D007177,DB01242
D007177,DB00575
D007177,DB00531
D007177,DB00618
D007177,DB01151
D007177,DB01234
D007177,DB00586
D007177,DB01248
D007177,DB00584
D007177,DB00609
D007177,DB00813
D007177,DB00544
D007177,DB00472
D007177,DB00623
D007177,DB00176
D007177,DB00695
D007177,DB00502
D007177,DB00999
D007177,DB01181
D007177,DB00458
D007177,DB00328
D007177,DB01167
D007177,DB00848
D007177,DB00722
D007177,DB00186
D007177,DB00563
D007177,DB01403
D007177,DB00968
D007177,DB00776
D007177,DB00715
D007177,DB00780
D007177,DB00252
D007177,DB00413
D007177,DB00635
D007177,DB00433
D007177,DB00615
D007177,DB01104
D007177,DB00864
D007177,DB00277
D007177,DB00679
D007177,DB00831
D007177,DB00376
D007177,DB03904
D007177,DB00313
D007177,DB00570
D007177,DB00541
D007177,DB00309
D007177,DB00361
D020244,DB00182
D020244,DB01136
D020244,DB00783
D020244,DB00441
D020244,DB01159
D020244,DB01109
D020244,DB04398
D020244,DB01065
D020244,DB00834
D020244,DB01017
D020244,DB00929
D020244,DB00627
D020244,DB00540
D020244,DB09140
D020244,DB01132
D020244,DB00396
D020244,DB00412
D020244,DB00641
D020244,DB00549
D020244,DB00744
D020762,DB00907
D008607,DB01238
D008607,DB00564
D008607,DB00898
D008607,DB00563
D008607,DB04930
D008607,DB01174
D008607,DB00252
D008607,DB00734
D008607,DB00313
D002532,DB00182
D002532,DB00898
D002532,DB01115
D002532,DB00393
D002532,DB00641
D002532,DB00302
D020765,DB00907
D020765,DB01109
D002537,DB00132
D002537,DB04540
D002538,DB00564
D020766,DB00544
D020766,DB01109
D020766,DB00603
D020766,DB01113
D020766,DB00820
D020766,DB00675
D002542,DB00182
D002542,DB00907
D002542,DB00367
D002542,DB00184
D002542,DB00957
D002542,DB00252
D002542,DB00682
D020299,DB00598
D020300,DB01418
D020300,DB00182
D020300,DB00278
D020300,DB01200
D020300,DB00921
D020300,DB00564
D020300,DB01166
D020300,DB00758
D020300,DB00907
D020300,DB00531
D020300,DB00987
D020300,DB00822
D020300,DB01225
D020300,DB00696
D020300,DB00898
D020300,DB00544
D020300,DB00317
D020300,DB01109
D020300,DB14539
D020300,DB00328
D020300,DB08813
D020300,DB00652
D020300,DB01174
D020300,DB00946
D020300,DB00397
D020300,DB00794
D020300,DB00015
D020300,DB00503
D020300,DB00932
D020300,DB00755
D020300,DB00792
D020300,DB00313
D020300,DB00309
D020300,DB00163
D020300,DB00682
D020198,DB00682
D019586,DB00316
D019586,DB00819
D019586,DB06151
D019586,DB00518
D019586,DB01118
D019586,DB00381
D019586,DB00537
D019586,DB01234
D019586,DB00829
D019586,DB00320
D019586,DB00292
D019586,DB00328
D019586,DB00982
D019586,DB01221
D019586,DB00007
D019586,DB00186
D019586,DB00683
D019586,DB01017
D019586,DB00295
D019586,DB00727
D019586,DB00325
D019586,DB01165
D019586,DB01113
D019586,DB00652
D019586,DB00312
D019586,DB00252
D019586,DB00635
D019586,DB00533
D019586,DB00202
D019586,DB01015
D019586,DB00864
D019586,DB00759
D019586,DB00599
D019586,DB00755
D019586,DB00313
D019586,DB00162
D020767,DB00513
D020767,DB01242
D020767,DB00758
D020767,DB00363
D020767,DB00907
D020767,DB01628
D020767,DB01109
D020767,DB00959
D020767,DB08901
D020767,DB00635
D020767,DB00675
D020767,DB01041
D020767,DB00302
D020767,DB00541
D020767,DB00682
D020386,DB00993
D020386,DB00564
D020386,DB00252
D002546,DB00770
D002546,DB00612
D002546,DB00758
D002546,DB00907
D002546,DB00937
D002546,DB00255
D002546,DB00975
D002546,DB00696
D002546,DB00472
D002546,DB01109
D002546,DB01005
D002546,DB00598
D002546,DB00281
D002546,DB00563
D002546,DB00627
D002546,DB01115
D002546,DB00393
D002546,DB09140
D002546,DB00715
D002546,DB00953
D002546,DB00412
D002546,DB00641
D002546,DB00864
D002546,DB00599
D002546,DB00208
D002546,DB00373
D002546,DB00682
D002546,DB00909
D000083242,DB05099
D000083242,DB00290
D000083242,DB01166
D000083242,DB00515
D000083242,DB00758
D000083242,DB06754
D000083242,DB01225
D000083242,DB00773
D000083242,DB01109
D000083242,DB01017
D000083242,DB08813
D000083242,DB00191
D000083242,DB11094
D020179,DB01065
D007647,DB00263
D017593,DB00982
D020232,DB00563
D020915,DB00898
D015624,DB00343
D007805,DB00907
D007805,DB00763
D007805,DB00563
D007805,DB00184
D007805,DB01174
D007805,DB00313
D007806,DB00564
D007806,DB00264
D007806,DB00648
D007806,DB00184
D007806,DB01229
D014854,DB00907
D020264,DB00126
D007859,DB00316
D007859,DB06151
D007859,DB00404
D007859,DB11081
D007859,DB00915
D007859,DB00321
D007859,DB00182
D007859,DB00714
D007859,DB01169
D007859,DB00126
D007859,DB00572
D007859,DB00181
D007859,DB13746
D007859,DB00201
D007859,DB08907
D007859,DB00564
D007859,DB00262
D007859,DB00475
D007859,DB04540
D007859,DB00122
D007859,DB00515
D007859,DB00363
D007859,DB00907
D007859,DB01394
D007859,DB09130
D007859,DB11672
D007859,DB00531
D007859,DB00434
D007859,DB01234
D007859,DB01576
D007859,DB00829
D007859,DB00255
D007859,DB00390
D007859,DB06782
D007859,DB00843
D007859,DB00988
D007859,DB00997
D007859,DB00470
